date;tmax;tmin;tmean;Prec;Q
#;°C;°C;°C;mm/day;m³/s
31.01.1988;3.11;1.34;1.96;1.29;12.7
01.02.1988;4.7;-0.23;2.83;10.26;12.5
02.02.1988;5.71;3.17;4.11;11.46;19.4
03.02.1988;5.36;1.34;4.15;1.95;27.8
04.02.1988;7.37;2.71;5.23;4.08;22.9
05.02.1988;5.65;2.11;4.12;8.7;23.7
06.02.1988;7.67;1.76;3.58;3.87;30.1
07.02.1988;4.5;-1.15;1.1;4.64;23.7
08.02.1988;1.38;-1.14;0.22;5.03;18.3
09.02.1988;3.51;-0.78;1.63;9.27;19.6
10.02.1988;2.91;-0.17;0.93;6.1;29
11.02.1988;2.77;-0.56;0.69;2.69;23.3
12.02.1988;1.42;-0.82;0.27;8.29;22.8
13.02.1988;2.97;-2.78;-0.9;0.02;20.5
14.02.1988;4.26;-4.44;-0.79;0;16.1
15.02.1988;6.68;-4.4;0.02;0;13.8
16.02.1988;6.25;-3.8;1.23;0.16;12.7
17.02.1988;2.51;-1.53;1.14;1.96;12
18.02.1988;3.08;0.06;1.73;1.91;11.8
19.02.1988;3.42;0.84;1.55;4.55;12.6
20.02.1988;3.16;-2.28;-0.18;0.66;14.3
21.02.1988;2;-3.72;0.38;0.04;12.1
22.02.1988;5.83;0.77;2.8;0.07;10.9
23.02.1988;3.88;-0.2;1.28;5.65;10.6
24.02.1988;0.59;-2.17;-1.44;2.59;10.9
25.02.1988;-0.74;-2.69;-1.71;7.13;10.5
26.02.1988;-0.84;-2.77;-1.58;2.18;10.2
27.02.1988;-0.55;-1.71;-1.15;0.94;9.74
28.02.1988;1.78;-3.05;-1.56;4.43;9.29
29.02.1988;1.1;-2.53;-0.84;4.83;9.03
01.03.1988;-0.37;-3.57;-2.55;2.56;8.95
02.03.1988;0.71;-4.8;-1.79;0.65;8.83
03.03.1988;1.16;-2.06;-0.19;0.86;8.7
04.03.1988;0.75;-1.32;-0.35;2.05;8.49
05.03.1988;1.65;-3.09;-1.14;0.25;8.27
06.03.1988;0.82;-3.44;-0.64;9.72;8.5
07.03.1988;1.8;-1.36;-0.24;2.5;9.53
08.03.1988;0.38;-4.11;-2.62;0.61;9.35
09.03.1988;2.65;-7.36;-2.83;0.2;7.83
10.03.1988;1.66;-4.82;0.26;4.08;7.34
11.03.1988;3.7;-0.48;1.61;7.97;7.96
12.03.1988;3.41;-0.71;0.42;5.47;17.8
13.03.1988;1.79;-3.35;-0.01;15.84;15.6
14.03.1988;2.42;-3.12;-1.41;3.62;22.5
15.03.1988;5.8;-3.76;3.69;11.88;19.9
16.03.1988;6.36;2.39;4.05;5.11;59.3
17.03.1988;4.67;-1.13;0.45;0.5;68.8
18.03.1988;4.64;-4.7;-1.05;0.05;36.4
19.03.1988;5.33;-4.96;1.95;0.13;23.5
20.03.1988;9.21;2.84;6.07;8.47;22.3
21.03.1988;9.69;3.71;6.76;4.79;37.3
22.03.1988;8.25;4.54;5.54;0.26;43.9
23.03.1988;6.93;2.51;4.95;4.88;35.8
24.03.1988;6.9;2.38;4.38;2.88;35.8
25.03.1988;5.46;1.02;3.43;17.36;38.6
26.03.1988;6.16;1.49;2.91;12.57;57.3
27.03.1988;4.85;0.58;2.92;4.27;52.4
28.03.1988;7;0.96;3.77;2.27;43.4
29.03.1988;6.79;2.36;4.92;0.93;33.6
30.03.1988;12.33;3.23;7.62;0.09;29.6
31.03.1988;8.06;3.08;4.43;25.31;27.6
01.04.1988;4.13;2.04;2.88;3.19;58.2
02.04.1988;9.64;0.2;3.59;0.09;41.7
03.04.1988;11.91;-1.05;5.61;0;29.1
04.04.1988;8.95;1.24;5.28;0;24.2
05.04.1988;6.64;2.95;5.36;0.49;21.7
06.04.1988;12.29;4.08;8.26;0;20.5
07.04.1988;14.79;5.12;10.35;2.75;20.7
08.04.1988;11.33;5.29;6.93;5.11;24.4
09.04.1988;5.39;-1;0.25;2.3;24
10.04.1988;7.11;-4.13;2.02;0;18.2
11.04.1988;11.99;-1.27;5.59;0.01;15.4
12.04.1988;15.35;0.4;9.16;2.07;14
13.04.1988;9.46;1.33;3.48;0.96;13.8
14.04.1988;10.28;-2.96;4.39;0;12.3
15.04.1988;14.39;-0.19;6.91;0;11.1
16.04.1988;18.79;1.54;11.48;0.01;10.3
17.04.1988;13.68;7.78;10.39;0.79;10.2
18.04.1988;18.87;8.1;12.9;0.58;9.96
19.04.1988;22.37;8.04;14.82;0;9.38
20.04.1988;16.4;6.62;9.95;3.12;8.83
21.04.1988;14.96;4.44;10.39;0;8.54
22.04.1988;12.88;4.75;7.52;0;7.97
23.04.1988;5.86;-1.67;1.13;0;7.38
24.04.1988;8.16;-4.36;2.24;0;6.96
25.04.1988;10.49;-2.36;5;0;6.43
26.04.1988;10.72;-1.12;5.52;0;6.18
27.04.1988;13.54;0.53;9.27;2.25;5.97
28.04.1988;9.95;3.44;4.63;10.58;7.01
29.04.1988;14.94;3.24;9.23;0.26;7.02
30.04.1988;17.43;7.9;11.96;0.03;6.06
01.05.1988;19.63;6.15;12.94;0.44;5.64
02.05.1988;15.26;8.37;10.26;8.48;5.68
03.05.1988;14.66;7.87;10.21;0.44;6.7
04.05.1988;15.41;6.5;10.12;1.65;5.75
05.05.1988;17.36;4.09;11.96;0.01;5.28
06.05.1988;18.39;7.41;12.78;0;4.98
07.05.1988;20.99;6.54;15.04;0;4.82
08.05.1988;16.05;10.44;14.01;0;4.65
09.05.1988;21.32;9.62;15.3;0;4.59
10.05.1988;21.33;8.22;14.46;0;4.51
11.05.1988;18.6;6.18;12.84;0;4.23
12.05.1988;22.25;6.63;16.39;0;4.1
13.05.1988;22.68;10;17.07;0;3.99
14.05.1988;22.33;9.54;17.75;0;3.68
15.05.1988;23.02;11.89;17.04;0.31;3.66
16.05.1988;22.48;11.71;16.56;3.38;3.72
17.05.1988;20.05;11.62;15.22;2.48;4.29
18.05.1988;14.28;8.1;9.59;5.57;4.39
19.05.1988;14.77;7.34;11.38;5.43;4.7
20.05.1988;11.78;5.26;6.71;0.27;4.63
21.05.1988;11.27;0.78;6.98;0;4.17
22.05.1988;13.46;2.33;8.55;0;3.66
23.05.1988;18.06;2.72;11.56;0;3.3
24.05.1988;20.71;6.1;14.75;0.2;3.33
25.05.1988;24.6;9.42;18.07;0;3.33
26.05.1988;26.03;12.44;19.3;0;3.22
27.05.1988;25.11;13.24;17.61;4.9;3.19
28.05.1988;20.38;11.12;14.81;0.36;3.44
29.05.1988;18.44;9.68;12.61;0.29;3.02
30.05.1988;18.55;7.16;12.77;3.16;3.17
31.05.1988;15.04;8.08;10.34;2.82;3.53
01.06.1988;15.5;7.48;10.73;6.12;3.63
02.06.1988;15;8.22;11.73;1.03;3.52
03.06.1988;19.09;10.66;14.81;0.01;2.89
04.06.1988;17.46;10.51;12.98;0.14;2.8
05.06.1988;14.32;6.22;10.93;0.39;2.8
06.06.1988;11.31;8.27;9.28;14.94;3.6
07.06.1988;14.88;8.56;11.15;0.24;4.24
08.06.1988;15.85;9.25;12.18;0.26;3.29
09.06.1988;18.21;10.69;14.02;0.02;2.84
10.06.1988;21.01;9.2;15.44;0.02;2.83
11.06.1988;17.79;11.45;14.01;0.71;2.83
12.06.1988;15.65;10.19;12.2;0.01;2.8
13.06.1988;21.68;7.03;15.56;0;2.63
14.06.1988;24.21;8.57;17.19;0;2.52
15.06.1988;22.26;10.05;16.6;0;2.46
16.06.1988;20.57;10.75;15.5;0;2.34
17.06.1988;21.76;10.33;16.15;0;2.3
18.06.1988;22.78;9.43;17.53;0;2.21
19.06.1988;16.67;10.73;12.6;0;2.21
20.06.1988;13.67;9.94;11.93;0;2.36
21.06.1988;18.83;10.82;13.99;0.96;2.49
22.06.1988;17.46;9.57;12.59;3.25;2.91
23.06.1988;14.19;7.15;11.41;0.19;2.94
24.06.1988;15.11;10.76;12.98;0.01;2.6
25.06.1988;15.94;11.6;13.92;0;2.4
26.06.1988;19.96;11.39;16.08;0;2.13
27.06.1988;20.15;12.38;15.88;3.09;2.02
28.06.1988;23.1;11.46;16.95;3.5;2.26
29.06.1988;23.68;13.25;17.61;3.74;2.68
30.06.1988;24.75;12.54;18.98;4.7;3.62
01.07.1988;23.12;14.46;16.24;6.11;3.1
02.07.1988;17.43;7.92;13.32;1.58;3.18
03.07.1988;17.93;11.59;14.69;1.13;2.63
04.07.1988;22.1;12.04;17.36;0.51;2.27
05.07.1988;24.5;13.37;17.93;0.08;2.21
06.07.1988;22.53;10.21;16.88;6.63;2.39
07.07.1988;21.38;12.42;16.54;0.55;3.12
08.07.1988;20.96;11.52;15.88;0.99;2.74
09.07.1988;19.35;10.06;14.3;0.02;2.45
10.07.1988;22.88;7.75;16.64;0;2.21
11.07.1988;26.05;11.56;19.3;2.77;2.21
12.07.1988;21.31;10.64;16.01;0.03;2.33
13.07.1988;21.2;9.48;15.25;6.26;2.31
14.07.1988;15.97;11.44;12.79;10.47;3.3
15.07.1988;15.45;11.03;12.62;8.47;3.82
16.07.1988;12.98;10.54;11.15;24.07;5.1
17.07.1988;16.03;10.62;13.11;3.81;7.53
18.07.1988;15.1;10.97;12.35;1.07;4.47
19.07.1988;18.95;11.22;14.28;0.03;3.55
20.07.1988;23.09;9.45;17.46;0.05;3.07
21.07.1988;20.94;14.24;17.39;0.59;2.56
22.07.1988;25.24;14.78;20.6;0.03;2.13
23.07.1988;28.79;17.99;23.47;8.66;2.22
24.07.1988;22.68;12.98;16.24;2.55;3.82
25.07.1988;22.3;10.49;16.62;0;2.85
26.07.1988;27.19;11.33;18.66;4.41;2.21
27.07.1988;20.06;12.04;14.75;0.04;2.58
28.07.1988;21.56;8.83;16.11;0.03;2.22
29.07.1988;19.41;11.13;14.16;3.89;2.11
30.07.1988;18.65;7.45;13.59;0;1.97
31.07.1988;20.8;7.17;15.01;0;1.69
01.08.1988;25.62;9.42;18.6;0.03;1.55
02.08.1988;18.72;12.11;15.08;0.56;1.68
03.08.1988;16.41;9.43;11.65;0.29;1.89
04.08.1988;19.48;6.18;13.87;0;1.99
05.08.1988;21.14;10.01;15.22;0;1.8
06.08.1988;23.44;10.77;17.32;0;1.86
07.08.1988;27.25;11.77;19.99;0;1.86
08.08.1988;28.08;13.74;21.02;10.64;1.86
09.08.1988;26.31;13.64;19.65;0;2.72
10.08.1988;26.78;14.28;20.8;0.01;1.74
11.08.1988;24.48;16.55;19.32;0.72;1.64
12.08.1988;25.6;12.67;19.57;0;1.83
13.08.1988;23.13;14.76;17.49;0;1.86
14.08.1988;27.74;10.53;20.11;0;1.72
15.08.1988;26.35;14.9;19.64;0;1.77
16.08.1988;22.29;11.93;16.02;0;1.78
17.08.1988;22.73;8.1;15.62;0;1.64
18.08.1988;26.78;8.71;18.34;0;1.68
19.08.1988;25.34;12.28;17.94;6.33;1.68
20.08.1988;18.71;13.16;14.81;1.82;1.94
21.08.1988;17.36;10.83;12.8;1.6;1.68
22.08.1988;17.05;9.47;13.07;2.17;1.68
23.08.1988;17.59;7.38;12.55;0.04;1.68
24.08.1988;18.43;9.01;13.57;6.17;1.77
25.08.1988;15.47;10.66;12.14;5.18;2.29
26.08.1988;16.08;9.74;12.1;0.41;2.21
27.08.1988;17.25;9.18;15.15;0.17;1.6
28.08.1988;24.96;15.2;20.3;0.3;1.66
29.08.1988;21.4;13.08;15.88;1.01;1.36
30.08.1988;18.49;10.17;12.82;0;1.5
31.08.1988;21.72;8.7;15.21;0;1.52
01.09.1988;24.47;8.66;16.07;8.76;1.72
02.09.1988;16.75;10.97;12.87;0.24;2.27
03.09.1988;13.35;8.67;11.04;9.31;2.4
04.09.1988;16.93;10.67;13.05;0.08;2.65
05.09.1988;17.24;10.37;14.22;15.62;2.8
06.09.1988;18.74;10.47;12.9;0;3.67
07.09.1988;18.99;7.13;12.31;0;2.2
08.09.1988;19.64;6.84;13.41;0;1.95
09.09.1988;21.3;7.63;13.73;0;1.8
10.09.1988;23.07;8.16;15.38;0;1.74
11.09.1988;19.11;10.38;14.77;0.23;1.31
12.09.1988;16.13;9.99;12.66;1.31;2.07
13.09.1988;13.15;6.94;8.62;2.15;2.21
14.09.1988;11.91;6.47;9.02;9.13;3.05
15.09.1988;13.04;7.31;10.19;1.71;3.09
16.09.1988;11.96;8.69;10.06;1.7;2.22
17.09.1988;14.53;9.38;11.45;0.23;1.83
18.09.1988;16.13;9.75;12.57;0.87;1.68
19.09.1988;13.08;10.36;11.39;0.13;1.77
20.09.1988;13.69;10.07;11.46;0;1.77
21.09.1988;12.48;8.24;9.63;0;1.73
22.09.1988;18.15;4.7;11.79;0.07;1.72
23.09.1988;14.79;8.91;11.32;7.45;1.84
24.09.1988;12.59;7.92;10.92;2.54;2.43
25.09.1988;13.48;10.66;12.6;5.92;2.08
26.09.1988;17.41;12.88;14.37;0.26;2.54
27.09.1988;19.23;11.85;14.61;0;2.35
28.09.1988;18.67;11.82;15.06;1.66;1.96
29.09.1988;14.58;8.89;10.18;0.06;1.87
30.09.1988;13.29;6.49;8.39;0;1.78
01.10.1988;14.12;4.07;8.3;0;1.74
02.10.1988;16;3.67;9.78;0;1.64
03.10.1988;14.26;5.67;9.46;0.01;1.64
04.10.1988;11.73;6.95;9.67;0.02;1.69
05.10.1988;13.14;6.82;10;3.58;1.78
06.10.1988;11.15;7.9;8.84;19.74;2.29
07.10.1988;10.02;5.51;6.6;13.76;6.18
08.10.1988;10.13;4.9;7.68;1.41;7.46
09.10.1988;16.72;7.7;14.37;3.27;4.36
10.10.1988;16.53;5.77;8.16;0.06;3.38
11.10.1988;8.65;3.04;7.06;5.39;2.97
12.10.1988;12.04;8.1;10.66;1.23;3.09
13.10.1988;16.56;9.04;11.27;0;2.9
14.10.1988;15.47;8.12;12.23;0.04;2.44
15.10.1988;15.77;10.79;12.68;0.01;2.21
16.10.1988;12.71;10.38;11.03;0;2.18
17.10.1988;13.63;9.82;11.45;0.01;2.06
18.10.1988;16.17;10.6;13.52;0.11;2.13
19.10.1988;15.11;10.12;11.5;0.57;2.11
20.10.1988;11.51;8.53;9.98;0.59;1.94
21.10.1988;12.34;5.72;8.1;0.03;1.89
22.10.1988;13.36;4.27;7.53;0;1.73
23.10.1988;9.99;3.61;7.48;0.01;1.79
24.10.1988;9.74;6.88;8.51;6.13;1.96
25.10.1988;9.66;5.11;6.78;0.15;2.28
26.10.1988;9.66;3.74;6.78;0.02;2.11
27.10.1988;15.91;5.39;11.5;1.64;2
28.10.1988;14.44;9.01;11.06;0.06;2
29.10.1988;10.21;0.86;3.26;0.01;1.92
30.10.1988;4.65;-1.97;0.39;0.02;1.87
31.10.1988;5.88;-2.61;2.85;0.03;1.9
01.11.1988;6.64;2.65;5.44;0.03;2
02.11.1988;6.27;0.8;2.61;3.09;2.12
03.11.1988;1.53;-3.58;-1.93;0.03;2.12
04.11.1988;3.1;-5.66;-2.07;0;1.94
05.11.1988;3.91;-7.04;-2.84;0;1.78
06.11.1988;4.18;-5.94;-1.22;0;1.59
07.11.1988;6.16;-2.83;1.06;0;1.67
08.11.1988;7.39;-1.64;2.12;0;1.38
09.11.1988;7.87;-1.01;2.68;0;1.5
10.11.1988;7.73;0.8;5.68;0.02;1.73
11.11.1988;10;5.68;7.78;0.29;1.68
12.11.1988;11.03;4.16;7.36;0.47;1.35
13.11.1988;8.81;4.99;6.25;3.98;1.66
14.11.1988;7.17;3.3;5.99;7.11;1.66
15.11.1988;8.47;6.43;7.52;2.14;2.39
16.11.1988;8.69;3.67;5.53;0.07;3.11
17.11.1988;8.05;0.09;3.86;2.56;2.94
18.11.1988;7.7;3.63;6.55;6.22;2.69
19.11.1988;6.38;0.79;1.69;6.22;3.58
20.11.1988;1.52;-1.48;-0.65;12.99;3.52
21.11.1988;-1.39;-6.42;-5.15;0.33;3.04
22.11.1988;-5.17;-12.74;-7.95;3.55;2.6
23.11.1988;-1.73;-6.55;-2.76;1.48;2.98
24.11.1988;1.5;-2.25;0.4;2.46;3.24
25.11.1988;4.02;0.59;2.71;0.91;3.83
26.11.1988;3.9;1.82;2.73;0.08;5.31
27.11.1988;4.6;1.78;2.81;0.3;5.52
28.11.1988;2.67;-0.36;0.6;0.9;5.65
29.11.1988;6.22;-0.32;2.82;7.16;5.82
30.11.1988;3.43;0.01;1.92;19.74;11.6
01.12.1988;4.6;1.45;2.96;0.24;25.1
02.12.1988;1.92;-2.88;-2.07;1.77;14.4
03.12.1988;0.96;-2.83;-0.09;7.7;9.29
04.12.1988;7.24;0.37;4.79;16.8;15.6
05.12.1988;5.74;2.17;3.23;0.7;32.1
06.12.1988;3.02;0.84;1.67;5.06;15.2
07.12.1988;2.77;-1.29;0.28;0.35;13.6
08.12.1988;3.03;-1.75;2;6.52;9.95
09.12.1988;4.87;-0.7;1.82;3.59;11.5
10.12.1988;8.19;-0.44;6.68;3.53;12.3
11.12.1988;8.02;4.69;5.4;5.43;15.7
12.12.1988;5.07;2.74;3.46;3.52;15.6
13.12.1988;4.95;1.47;3.68;1.13;14.7
14.12.1988;5.13;2.07;2.61;2.38;11.8
15.12.1988;2.14;-4.94;-2.79;0;10.8
16.12.1988;-1.69;-8;-4.96;0.02;10.3
17.12.1988;-1.46;-5.31;-2.33;2.79;9.47
18.12.1988;2.39;-1.83;1.43;8.58;8.7
19.12.1988;6.58;1.57;3.72;20.54;17.4
20.12.1988;2.87;-3.73;-1.54;0.13;41
21.12.1988;3;-2.91;1.94;3.19;15.4
22.12.1988;5.63;2.86;4.94;0.73;13.9
23.12.1988;6.07;4.34;5.36;11.45;14.3
24.12.1988;7.63;3.09;4.79;11.64;26.3
25.12.1988;5.96;0.33;4.36;0.57;40.2
26.12.1988;6.77;4.66;5.47;0.05;19.9
27.12.1988;6.39;4.3;5.55;0.53;15.7
28.12.1988;6.94;3.65;5.88;0.06;13.4
29.12.1988;7.95;1.92;4.73;0.01;11.6
30.12.1988;4.66;0.89;2.6;0.08;10.4
31.12.1988;3.3;1.15;2.57;0.22;9.63
01.01.1989;5.28;2.51;4.34;0.34;8.6
02.01.1989;6.02;1.52;3.22;0.02;7.83
03.01.1989;3.85;-2.61;-0.45;0.07;7.22
04.01.1989;3.12;-3.25;1.1;3.02;6.83
05.01.1989;3.43;1.28;2.04;12.37;7.43
06.01.1989;3.51;0.26;2.09;8.63;14.6
07.01.1989;3.88;1.03;2.76;2.79;19.3
08.01.1989;7.76;3.46;6.69;1.02;15.5
09.01.1989;8.23;5.56;6.4;0.25;14
10.01.1989;6.65;3.71;4.62;1.98;11.3
11.01.1989;4.79;-0.91;0.89;0.07;10.8
12.01.1989;6.99;-0.54;5.35;2.28;10.1
13.01.1989;7.36;0.67;2.36;0.01;9.94
14.01.1989;6.89;-0.18;2.86;0.31;8.44
15.01.1989;4.64;-0.14;2.69;0.03;7.16
16.01.1989;5.09;2.45;4.06;0;6.83
17.01.1989;4.09;0.44;1.28;0.83;6.9
18.01.1989;3.36;-0.71;0.8;0.06;6.76
19.01.1989;3.27;-2.63;0.02;0;6.42
20.01.1989;0.94;-3.49;-1.43;0;5.94
21.01.1989;3.4;-1.74;2.05;0.66;5.86
22.01.1989;5.26;2.14;3.32;0.06;5.81
23.01.1989;4.07;-1.1;0.72;0;5.39
24.01.1989;2.37;-2.93;-0.73;0;5.12
25.01.1989;1.51;-3.65;-1.77;0;4.87
26.01.1989;4.4;-4.72;-0.79;0;4.66
27.01.1989;4.43;-4.69;-0.9;0;4.42
28.01.1989;1.08;-6.06;-2.79;0;4.21
29.01.1989;0.59;-3.74;-0.59;0.16;3.93
30.01.1989;1.48;-0.88;0.26;0.03;3.66
31.01.1989;3.02;-0.72;1.23;0.02;3.66
01.02.1989;3.55;-1.69;0.09;0;3.66
02.02.1989;0.78;-2.89;-1.4;0;3.58
03.02.1989;0.46;-3.04;-1.79;0;3.64
04.02.1989;-0.31;-3.8;-2.44;0.04;3.45
05.02.1989;1.13;-3.15;0.01;1.36;3.32
06.02.1989;5.87;0.79;4.58;0.03;3.33
07.02.1989;7.89;1.51;3.74;0.02;3.39
08.02.1989;6.33;-0.28;2.35;0.01;3.44
09.02.1989;5.68;-1.37;1.21;0;3.25
10.02.1989;4.49;-1.28;1.21;0;3.25
11.02.1989;2.91;-1.24;0.67;0;3.15
12.02.1989;3.64;-0.29;1.84;4.86;3.14
13.02.1989;4.62;-0.6;1.87;4.61;3.6
14.02.1989;4.51;1.01;2.3;0.94;4.18
15.02.1989;3.37;0.18;2.38;5.35;4.14
16.02.1989;4.62;0.08;1.26;0.54;5.16
17.02.1989;4.18;-4.69;0.63;1.4;5.11
18.02.1989;7.47;1.69;6.34;3.21;4.75
19.02.1989;10.85;7.36;9.58;2.92;6.83
20.02.1989;10.69;2.48;5.84;2.5;7.97
21.02.1989;5.74;-1.43;0.47;0;7.56
22.02.1989;3.72;-3.52;1.78;0.32;6.02
23.02.1989;4.63;1.41;2.45;1.14;5.52
24.02.1989;4.61;-0.29;3.03;1.16;5.31
25.02.1989;6.92;1.84;4.59;1.74;5.2
26.02.1989;4.66;0.48;1.58;6.6;5.78
27.02.1989;2.69;-0.05;1.47;8.47;7.73
28.02.1989;3.33;0.2;1.37;7.25;11
01.03.1989;4.37;0.07;3.01;6.02;13.9
02.03.1989;5.61;2.02;3.56;10.59;17.3
03.03.1989;8.08;2.22;5.08;3.47;24.8
04.03.1989;7.25;3.09;4.74;0.02;18.7
05.03.1989;9.5;2.89;6.93;0.05;13.5
06.03.1989;16.14;3.76;8.7;0;12
07.03.1989;16.23;2.96;9.15;1.68;10.8
08.03.1989;8.94;3.08;3.99;1.67;10.4
09.03.1989;8.9;-0.2;4.16;0.09;10
10.03.1989;12.83;2.8;6.61;0.07;9.15
11.03.1989;14.37;1.66;8.07;5.12;8.29
12.03.1989;9.42;4.49;6.41;0.21;8.63
13.03.1989;10.01;3.01;5.6;0.61;8.4
14.03.1989;7.75;0.59;4.34;1.32;7.8
15.03.1989;6.7;2.83;4.33;5.27;7.88
16.03.1989;9.08;1.65;6.04;11.39;11
17.03.1989;8.5;1.1;3.75;2.32;16.1
18.03.1989;6.28;-1.45;0.92;0;11.8
19.03.1989;9.76;-2.71;3.35;0;9.17
20.03.1989;8.65;-1.19;3.62;0.05;7.97
21.03.1989;6.38;1.04;4;1.28;7.41
22.03.1989;10.68;2.72;7.94;1.71;6.99
23.03.1989;8.43;0.54;3.32;1.25;6.99
24.03.1989;7.05;1.74;5.14;15.53;7.45
25.03.1989;9.48;2.99;4.88;0.03;15.9
26.03.1989;13.66;-1.52;5.84;0;10
27.03.1989;18.49;1.53;10.27;0;8.5
28.03.1989;21.18;5.42;13.12;0;7.85
29.03.1989;13.94;6.86;8.93;0.18;7.04
30.03.1989;19.74;5.46;11.28;0;6.65
31.03.1989;18.35;4.45;11.52;2.94;6.42
01.04.1989;12.05;3.13;5.92;0;6.53
02.04.1989;5.06;-0.97;1.68;0.09;5.71
03.04.1989;3.54;-0.75;1.33;1.38;5.64
04.04.1989;4.1;-0.08;1.33;0.48;5.76
05.04.1989;2.01;-0.05;1.09;16.65;6.96
06.04.1989;8.55;0.9;5.36;0.71;10.5
07.04.1989;8.16;3.13;4.81;2.47;8.97
08.04.1989;10.51;1.24;6.31;0.26;7.97
09.04.1989;13.01;0.99;6.62;0;6.92
10.04.1989;12.96;4.99;8.99;0;5.96
11.04.1989;17.36;7.04;13.14;0;5.59
12.04.1989;18.02;9.5;12.72;4.39;5.43
13.04.1989;12.4;8.57;10.03;1.22;6
14.04.1989;12.1;6.85;8.56;5.2;5.43
15.04.1989;7.47;5.37;6.32;0.43;6.01
16.04.1989;10.15;5.91;8.13;4.23;5.64
17.04.1989;8.21;3.08;4.16;2.61;6.73
18.04.1989;9.4;-1.5;4.43;1.09;6.77
19.04.1989;6.55;2.13;3.22;6.82;6.37
20.04.1989;10.24;1.3;5.59;0.05;7.05
21.04.1989;12.01;2.12;7.87;30.35;6.16
22.04.1989;9.42;4.35;5.91;16.12;42.3
23.04.1989;8.61;0.87;5.88;0.02;54.3
24.04.1989;15.66;1.69;9.45;0;19.1
25.04.1989;17.61;5.56;12.47;0;15.1
26.04.1989;12.28;1.7;4.87;1.23;13.1
27.04.1989;5.3;0.45;2.43;1.19;11.7
28.04.1989;4.19;1.11;2.69;2.85;11
29.04.1989;9.85;-0.26;4.71;0.01;10.4
30.04.1989;10.56;0.51;5.37;0;9.61
01.05.1989;15.22;-0.11;8.65;0;8.19
02.05.1989;17.56;3.71;11.36;0;7.45
03.05.1989;19.48;6.65;12.87;0;6.91
04.05.1989;18.98;5.56;12.67;0;6.42
05.05.1989;21.88;6.73;15.39;0.49;6.2
06.05.1989;14.71;5.47;7.52;0;5.9
07.05.1989;11.38;0.97;6.65;0;5.64
08.05.1989;16.55;0.9;9.61;0;5.26
09.05.1989;21.73;4.83;14.68;0.05;5
10.05.1989;15.2;8.81;10.94;18.26;7.52
11.05.1989;14.51;8.1;11.01;9.16;8.64
12.05.1989;12.97;7.37;9.37;5.53;8.81
13.05.1989;13.54;5.33;8.87;0.44;7.3
14.05.1989;14.25;6.05;9;3.88;6.12
15.05.1989;18.1;4.3;11.13;0;5.96
16.05.1989;20.72;4.95;13.21;0;5.09
17.05.1989;21.68;6.23;15.14;0;4.66
18.05.1989;23.05;9.11;16.84;0;4.43
19.05.1989;25.11;10.4;18.25;0.33;4.21
20.05.1989;24.53;11.12;17.85;0;4.1
21.05.1989;22.53;11;17.09;0;3.8
22.05.1989;20.3;9.46;15.03;0;3.62
23.05.1989;22.91;7.81;16.45;0;3.53
24.05.1989;24.25;8.08;17.31;0;3.44
25.05.1989;24.52;9.6;17.63;0;3.33
26.05.1989;25.3;10.03;18.15;0;3.22
27.05.1989;21.13;10.77;15.69;0;3.22
28.05.1989;22.96;8.93;16.52;0;3.04
29.05.1989;21.36;10.16;15.8;3.87;3.08
30.05.1989;21.38;8.98;12.98;5.7;3.31
31.05.1989;14.5;4.04;8.93;0;3.42
01.06.1989;17.96;4.38;12.75;0;3.01
02.06.1989;13.72;7.48;9.46;0.06;2.93
03.06.1989;13.7;4.6;9.16;7.63;3.48
04.06.1989;11.98;5.68;7.73;1.13;3.64
05.06.1989;12.95;2.3;7.93;2.14;2.75
06.06.1989;14.51;3.02;9.15;2.76;2.8
07.06.1989;12.68;4.69;7.54;4.75;2.96
08.06.1989;14.39;5.72;9.35;0.71;3.02
09.06.1989;17.25;7.03;11.94;0.04;3.01
10.06.1989;22.51;6.23;16.2;4.37;2.83
11.06.1989;17.27;11.95;13.29;1.49;3.14
12.06.1989;20.71;10.81;15.14;0;2.93
13.06.1989;21.62;9.13;16.18;0;2.48
14.06.1989;21.82;9.67;16.45;0;2.35
15.06.1989;22.11;8.4;15.62;0.18;2.33
16.06.1989;20.54;8.11;14.52;0;2.31
17.06.1989;22.98;7.3;16.68;0;2.21
18.06.1989;23.57;10.39;17.94;0;2.21
19.06.1989;24.09;12.31;18.32;0;2.12
20.06.1989;25.65;10.91;20.17;0;2.15
21.06.1989;27.1;14.01;19.37;4.4;2.26
22.06.1989;19.46;14.35;15.92;2.89;2.85
23.06.1989;21.37;13.61;16.77;20.27;3.98
24.06.1989;21.18;11.82;16.41;0;6.21
25.06.1989;24.96;10.52;18.42;0;2.68
26.06.1989;26.24;12.9;19.86;1.09;2.16
27.06.1989;24.76;12.87;17.46;2.32;2.5
28.06.1989;16.72;10.1;12.39;1.56;2.45
29.06.1989;17.86;7.97;14.18;4.23;2.57
30.06.1989;18.25;10;13.11;0.23;2.77
01.07.1989;21.02;10.27;16.14;35.33;2.93
02.07.1989;16.94;13.13;14.29;1.45;11.9
03.07.1989;14.72;11.48;12.82;0.17;3.79
04.07.1989;21.4;11.54;17.54;0;2.8
05.07.1989;27.26;15.99;21.48;0;2.38
06.07.1989;28.89;15.31;22.42;0;2.38
